Feature,Importance,SGD,XGB,LGBM,Stacking
B_CREDIT_DAY_OVERDUE_MAX_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_SUM_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MAX_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MIN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_SUM_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MAX_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_SUM_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MAX_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_SUM_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_SUM_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MAX_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MAX_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MIN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
